Name,Price,Description,Category,SKU,Tags,Stock_Status
Krookodile,£185.00,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.","Intimidation, Pokemon",2595,"Intimidate, Intimidation, krookodile",188 in stock
Darumaka,£106.00,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.","Pokemon, Zen Charm",2580,"darumaka, Hustle, Zen Charm",96 in stock
Maractus,£31.00,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.","Cactus, Pokemon",8956,"Cactus, Chlorophyll, maractus",120 in stock
Dwebble,£75.00,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.","Pokemon, Rock Inn",2996,"dwebble, Rock Inn, Sturdy",47 in stock
Crustle,£105.00,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.","Pokemon, Stone Home",5980,"crustle, Stone Home, Sturdy",293 in stock
Scraggy,£112.00,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.","Pokemon, Shedding",6618,"scraggy, Shed Skin, Shedding",95 in stock
Scrafty,£137.00,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.,"Hoodlum, Pokemon",2230,"Hoodlum, scrafty, Shed Skin",152 in stock
Sigilyph,£68.00,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.","Avianoid, Pokemon",3922,"Avianoid, Magic Guard, sigilyph",181 in stock
Yamask,£171.00,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,"Pokemon, Spirit",4675,"Mummy, Spirit, yamask",168 in stock
Cofagrigus,£160.00,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,"Coffin, Pokemon",3040,"cofagrigus, Coffin, Mummy",195 in stock
Tirtouga,£60.00,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.","Pokemon, Prototurtle",2653,"Prototurtle, Sturdy, tirtouga",98 in stock
Carracosta,£158.00,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.","Pokemon, Prototurtle",9806,"carracosta, Prototurtle, Sturdy",11 in stock
Archen,£140.00,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.","First Bird, Pokemon",4705,"archen, Defeatist, First Bird",267 in stock
Archeops,£126.00,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,"First Bird, Pokemon",1822,"archeops, Defeatist, First Bird",181 in stock
Trubbish,£169.00,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,"Pokemon, Trash Bag",3015,"Stench, Trash Bag, trubbish",229 in stock
Garbodor,£178.00,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,"Pokemon, Trash Heap",6031,"garbodor, Stench, Trash Heap",73 in stock
Zorua,£81.00,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.","Pokemon, Tricky Fox",6103,"Illusion, Tricky Fox, zorua",245 in stock
Minccino,£79.00,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.","Chinchilla, Pokemon",9722,"Chinchilla, Cute Charm, minccino",213 in stock
Cinccino,£154.00,"Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.","Pokemon, Scarf",3396,"cinccino, Cute Charm, Scarf",159 in stock
Gothita,£68.00,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.","Fixation, Pokemon",7024,"Fixation, Frisk, gothita",185 in stock
Gothorita,£189.00,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.","Manipulate, Pokemon",5260,"Frisk, gothorita, Manipulate",148 in stock
Gothitelle,£164.00,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.,"Astral Body, Pokemon",1473,"Astral Body, Frisk, gothitelle",52 in stock
Solosis,£134.00,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,"Cell, Pokemon",7460,"Cell, Magic Guard, solosis",226 in stock
Duosion,£71.00,"When their two divided brains think the same thoughts, their psychic power is maximized.","Mitosis, Pokemon",2453,"duosion, Magic Guard, Mitosis",183 in stock
Reuniclus,£168.00,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.","Multiplying, Pokemon",1792,"Magic Guard, Multiplying, reuniclus",193 in stock
Ducklett,£159.00,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.","Pokemon, Water Bird",4228,"ducklett, Keen Eye, Water Bird",275 in stock
Swanna,£36.00,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,"Pokemon, White Bird",5069,"Keen Eye, swanna, White Bird",238 in stock
Vanillite,£108.00,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.,"Fresh Snow, Pokemon",1774,"Fresh Snow, Ice Body, vanillite",284 in stock
Vanillish,£93.00,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.","Icy Snow, Pokemon",5776,"Ice Body, Icy Snow, vanillish",218 in stock
Vanilluxe,£89.00,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.","Pokemon, Snowstorm",2362,"Ice Body, Snowstorm, vanilluxe",30 in stock
Deerling,£141.00,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,"Pokemon, Season",5837,"Chlorophyll, deerling, Season",159 in stock
Sawsbuck,£76.00,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.","Pokemon, Season",6782,"Chlorophyll, sawsbuck, Season",299 in stock
Karrablast,£41.00,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,"Clamping, Pokemon",9391,"Clamping, karrablast, Shed Skin",296 in stock
Escavalier,£189.00,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,"Cavalry, Pokemon",1906,"Cavalry, escavalier, Swarm",281 in stock
Foongus,£129.00,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.","Mushroom, Pokemon",7154,"Effect Spore, foongus, Mushroom",225 in stock
Frillish,£63.00,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.","Floating, Pokemon",5310,"Floating, frillish, Water Absorb",32 in stock
Jellicent,£114.00,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.","Floating, Pokemon",2412,"Floating, jellicent, Water Absorb",216 in stock
Alomomola,£35.00,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,"Caring, Pokemon",8864,"alomomola, Caring, Hydration",296 in stock
Joltik,£59.00,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.","Attaching, Pokemon",4385,"Attaching, Compound Eyes, joltik",137 in stock
Galvantula,£57.00,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","EleSpider, Pokemon",4595,"Compound Eyes, EleSpider, galvantula",61 in stock
Ferroseed,£81.00,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,"Pokemon, Thorn Seed",5368,"ferroseed, Iron Barbs, Thorn Seed",149 in stock
Ferrothorn,£182.00,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.","Pokemon, Thorn Pod",5533,"ferrothorn, Iron Barbs, Thorn Pod",74 in stock
Klink,£75.00,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"Gear, Pokemon",5294,"Gear, klink, Plus",84 in stock
Klang,£162.00,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.","Gear, Pokemon",9991,"Gear, klang, Plus",114 in stock
Klinklang,£178.00,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"Gear, Pokemon",9489,"Gear, klinklang, Plus",87 in stock
Tynamo,£82.00,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.","EleFish, Pokemon",7438,"EleFish, Levitate, tynamo",46 in stock
Eelektrik,£198.00,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.","EleFish, Pokemon",5128,"eelektrik, EleFish, Levitate",150 in stock
Eelektross,£123.00,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,"EleFish, Pokemon",2066,"eelektross, EleFish, Levitate",111 in stock
Elgyem,£107.00,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,"Cerebral, Pokemon",3449,"Cerebral, elgyem, Synchronize",111 in stock
Beheeyem,£34.00,It uses psychic power to control an opponent’s brain and tamper with its memories.,"Cerebral, Pokemon",7367,"beheeyem, Cerebral, Synchronize",68 in stock
Litwick,£37.00,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","Candle, Pokemon",7933,"Candle, Flash Fire, litwick",76 in stock
Lampent,£157.00,It arrives near the moment of death and steals spirit from the body.,"Lamp, Pokemon",6418,"Flash Fire, Lamp, lampent",48 in stock
Axew,£123.00,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.","Pokemon, Tusk",9236,"axew, Rivalry, Tusk",142 in stock
Fraxure,£64.00,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.","Axe Jaw, Pokemon",8993,"Axe Jaw, fraxure, Rivalry",234 in stock
Haxorus,£135.00,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,"Axe Jaw, Pokemon",3951,"Axe Jaw, haxorus, Rivalry",239 in stock
Cubchoo,£62.00,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.","Chill, Pokemon",3643,"Chill, cubchoo, Snow Cloak",45 in stock
Beartic,£28.00,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,"Freezing, Pokemon",1322,"beartic, Freezing, Snow Cloak",272 in stock
Cryogonal,£72.00,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.","Crystallizing, Pokemon",5993,"cryogonal, Crystallizing, Levitate",203 in stock
Shelmet,£190.00,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,"Pokemon, Snail",8708,"Hydration, shelmet, Snail",131 in stock
Accelgor,£129.00,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.","Pokemon, Shell Out",7958,"accelgor, Hydration, Shell Out",124 in stock
Stunfisk,£67.00,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.","Pokemon, Trap",2448,"Static, stunfisk, Trap",288 in stock
Mienfoo,£197.00,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.","Martial Arts, Pokemon",2424,"Inner Focus, Martial Arts, mienfoo",82 in stock
Mienshao,£50.00,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.","Martial Arts, Pokemon",8121,"Inner Focus, Martial Arts, mienshao",253 in stock
Druddigon,£110.00,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.","Cave, Pokemon",4185,"Cave, druddigon, Rough Skin",266 in stock
Golett,£89.00,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,"Automaton, Pokemon",8500,"Automaton, golett, Iron Fist",274 in stock
Golurk,£74.00,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,"Automaton, Pokemon",5196,"Automaton, golurk, Iron Fist",133 in stock
Pawniard,£37.00,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.","Pokemon, Sharp Blade",3172,"Inner Focus, pawniard, Sharp Blade",58 in stock
Bisharp,£129.00,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,"Pokemon, Sword Blade",8828,"bisharp, Inner Focus, Sword Blade",255 in stock
Bouffalant,£59.00,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.","Bash Buffalo, Pokemon",5666,"Bash Buffalo, bouffalant, Reckless",201 in stock
Rufflet,£60.00,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.","Eaglet, Pokemon",8587,"Eaglet, Keen Eye, rufflet",194 in stock
Braviary,£83.00,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,"Pokemon, Valiant",1770,"braviary, Keen Eye, Valiant",262 in stock
Vullaby,£61.00,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,"Diapered, Pokemon",8446,"Big Pecks, Diapered, vullaby",16 in stock
Mandibuzz,£89.00,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.","Bone Vulture, Pokemon",7635,"Big Pecks, Bone Vulture, mandibuzz",296 in stock
Heatmor,£81.00,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.","Anteater, Pokemon",5965,"Anteater, Flash Fire, heatmor",299 in stock
Durant,£28.00,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","Iron Ant, Pokemon",2490,"durant, Iron Ant, Swarm",272 in stock
Deino,£63.00,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.","Irate, Pokemon",8088,"deino, Hustle, Irate",40 in stock
Zweilous,£199.00,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.","Hostile, Pokemon",6661,"Hostile, Hustle, zweilous",69 in stock
Hydreigon,£86.00,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!","Brutal, Pokemon",9310,"Brutal, hydreigon, Levitate",299 in stock
Volcarona,£94.00,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.","Pokemon, Sun",6817,"Flame Body, sun, volcarona",57 in stock
Cobalion,£111.00,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,"Iron Will, Pokemon",5798,"cobalion, Iron Will, Justified",94 in stock
Terrakion,£87.00,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.","Cavern, Pokemon",1701,"Cavern, Justified, terrakion",136 in stock
Virizion,£156.00,Legends say this Pokémon confounded opponents with its swift movements.,"Grassland, Pokemon",7907,"Grassland, Justified, virizion",161 in stock
Reshiram,£147.00,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.","Pokemon, Vast White",6531,"reshiram, Turboblaze, Vast White",235 in stock
Zekrom,£135.00,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.","Deep Black, Pokemon",8154,"Deep Black, Teravolt, zekrom",253 in stock
Genesect,£173.00,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,"Paleozoic, Pokemon",4041,"Download, genesect, Paleozoic",30 in stock
Chespin,£185.00,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,"Pokemon, Spiny Nut",2048,"chespin, Overgrow, Spiny Nut",267 in stock
Quilladin,£161.00,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,"Pokemon, Spiny Armor",7500,"Overgrow, quilladin, Spiny Armor",61 in stock
Chesnaught,£96.00,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.","Pokemon, Spiny Armor",5360,"chesnaught, Overgrow, Spiny Armor",145 in stock
Fennekin,£123.00,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.","Fox, Pokemon",1069,"Blaze, fennekin, Fox",183 in stock
Braixen,£59.00,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.","Fox, Pokemon",6617,"Blaze, braixen, Fox",71 in stock
Delphox,£170.00,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.","Fox, Pokemon",3188,"Blaze, delphox, Fox",146 in stock
Froakie,£38.00,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.","Bubble Frog, Pokemon",8475,"Bubble Frog, froakie, Torrent",143 in stock
Frogadier,£125.00,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.","Bubble Frog, Pokemon",4488,"Bubble Frog, frogadier, Torrent",58 in stock
Greninja,£42.00,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.","Ninja, Pokemon",1004,"greninja, Ninja, Torrent",213 in stock
Bunnelby,£66.00,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,"Digging, Pokemon",1862,"bunnelby, Digging, Pickup",194 in stock
Fletchling,£43.00,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.","Pokemon, Tiny Robin",6897,"Big Pecks, fletchling, Tiny Robin",127 in stock
Fletchinder,£147.00,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.","Ember, Pokemon",9413,"Ember, Flame Body, fletchinder",36 in stock
Talonflame,£84.00,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.","Pokemon, Scorching",6530,"Flame Body, Scorching, talonflame",205 in stock
Scatterbug,£40.00,"The powder that covers its body regulates its temperature, so it can live in any region or climate.","Pokemon, Scatterdust",5928,"scatterbug, Scatterdust, Shield Dust",50 in stock
Spewpa,£155.00,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.","Pokemon, Scatterdust",2784,"Scatterdust, Shed Skin, spewpa",168 in stock
Vivillon,£177.00,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,"Pokemon, Scale",9125,"Scale, Shield Dust, vivillon",208 in stock
Litleo,£34.00,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,"Lion Cub, Pokemon",5074,"Lion Cub, litleo, Rivalry",288 in stock
Pyroar,£127.00,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.","Pokemon, Royal",5896,"pyroar, Rivalry, Royal",38 in stock
Flabebe,£79.00,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.","Pokemon, Single Bloom",1253,"flabebe, Flower Veil, Single Bloom",24 in stock
Floette,£149.00,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","Pokemon, Single Bloom",4585,"floette, Flower Veil, Single Bloom",270 in stock
Florges,£93.00,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.","Garden, Pokemon",9793,"florges, Flower Veil, Garden",25 in stock
Skiddo,£129.00,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.","Mount, Pokemon",5049,"Mount, Sap Sipper, skiddo",271 in stock
Gogoat,£97.00,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,"Mount, Pokemon",6039,"gogoat, Mount, Sap Sipper",104 in stock
Pangoro,£76.00,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.","Daunting, Pokemon",3178,"Daunting, Iron Fist, pangoro",271 in stock
Furfrou,£165.00,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Pokemon, Poodle",6858,"Fur Coat, furfrou, Poodle",180 in stock
Espurr,£149.00,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.","Pokemon, Restraint",6882,"espurr, Keen Eye, Restraint",169 in stock
Honedge,£101.00,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.","Pokemon, Sword",2418,"honedge, No Guard, Sword",101 in stock
Doublade,£164.00,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.","Pokemon, Sword",3642,"doublade, No Guard, Sword",144 in stock
Spritzee,£58.00,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.","Perfume, Pokemon",7207,"Healer, Perfume, spritzee",241 in stock
Aromatisse,£194.00,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.","Fragrance, Pokemon",7781,"aromatisse, Fragrance, Healer",198 in stock
Swirlix,£90.00,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.","Cotton Candy, Pokemon",1694,"Cotton Candy, Sweet Veil, swirlix",129 in stock
Slurpuff,£66.00,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!","Meringue, Pokemon",1013,"Meringue, slurpuff, Sweet Veil",262 in stock
Inkay,£38.00,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.","Pokemon, Revolving",5522,"inkay, Revolving, Suction Cups",167 in stock
Malamar,£58.00,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.","Overturning, Pokemon",8034,"malamar, Overturning, Suction Cups",294 in stock
Binacle,£102.00,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.","Pokemon, Two-Handed",2430,"binacle, Sniper, Two-Handed",143 in stock
Barbaracle,£165.00,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.","Collective, Pokemon",2186,"barbaracle, Collective, Sniper",123 in stock
Skrelp,£63.00,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,"Mock Kelp, Pokemon",4439,"Mock Kelp, Poison Point, skrelp",184 in stock
Dragalge,£151.00,"Tales are told of ships that wander into seas where Dragalge live, never to return.","Mock Kelp, Pokemon",8707,"dragalge, Mock Kelp, Poison Point",254 in stock
Clauncher,£29.00,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.","Pokemon, Water Gun",3133,"clauncher, Mega Launcher, Water Gun",152 in stock
Clawitzer,£69.00,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.","Howitzer, Pokemon",1535,"clawitzer, Howitzer, Mega Launcher",65 in stock
Helioptile,£62.00,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,"Generator, Pokemon",3461,"Generator, helioptile, Sand Veil",126 in stock
Heliolisk,£83.00,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.","Generator, Pokemon",3157,"Generator, heliolisk, Sand Veil",43 in stock
Tyrunt,£62.00,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,"Pokemon, Royal Heir",6058,"Royal Heir, Strong Jaw, tyrunt",148 in stock
Tyrantrum,£26.00,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.","Despot, Pokemon",2750,"Despot, Strong Jaw, tyrantrum",58 in stock
Amaura,£155.00,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,"Pokemon, Tundra",3786,"amaura, Refrigerate, Tundra",187 in stock
Aurorus,£189.00,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.","Pokemon, Tundra",3008,"aurorus, Refrigerate, Tundra",243 in stock
Sylveon,£48.00,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,"Intertwining, Pokemon",8161,"Cute Charm, Intertwining, sylveon",20 in stock
Hawlucha,£44.00,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.","Pokemon, Wrestling",2009,"hawlucha, Limber, Wrestling",30 in stock
Dedenne,£118.00,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.","Antenna, Pokemon",3410,"Antenna, dedenne, Pickup",71 in stock
Carbink,£171.00,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,"Jewel, Pokemon",1834,"carbink, Clear Body, Jewel",290 in stock
Goomy,£110.00,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,"Pokemon, Soft Tissue",3506,"goomy, Hydration, Soft Tissue",122 in stock
Sliggoo,£109.00,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.","Pokemon, Soft Tissue",8675,"Hydration, sliggoo, Soft Tissue",232 in stock
Goodra,£192.00,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,"Dragon, Pokemon",1614,"Dragon, goodra, Hydration",185 in stock
Klefki,£179.00,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.","Key Ring, Pokemon",2856,"Key Ring, klefki, Prankster",30 in stock
Trevenant,£53.00,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.","Elder Tree, Pokemon",3436,"Elder Tree, Natural Cure, trevenant",167 in stock
Bergmite,£119.00,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.","Ice Chunk, Pokemon",7042,"bergmite, Ice Chunk, Own Tempo",248 in stock
Avalugg,£71.00,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,"Iceberg, Pokemon",5514,"avalugg, Iceberg, Own Tempo",156 in stock
Noibat,£126.00,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.","Pokemon, Sound Wave",6099,"Frisk, noibat, Sound Wave",136 in stock
Noivern,£75.00,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,"Pokemon, Sound Wave",1413,"Frisk, noivern, Sound Wave",159 in stock
Xerneas,£30.00,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.","Life, Pokemon",6107,"Fairy Aura, Life, xerneas",171 in stock
Yveltal,£59.00,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.","Destruction, Pokemon",4540,"Dark Aura, Destruction, yveltal",215 in stock
Zygarde,£83.00,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,"Order, Pokemon",5609,"Aura Break, Order, zygarde",80 in stock
Diancie,£27.00,It can instantly create many diamonds by compressing the carbon in the air between its hands.,"Jewel, Pokemon",1266,"Clear Body, diancie, Jewel",231 in stock
Hoopa,£189.00,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.","Mischief, Pokemon",3194,"hoopa, Magician, Mischief",45 in stock
Volcanion,£45.00,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,"Pokemon, Steam",4693,"Steam, volcanion, Water Absorb",238 in stock
Dartrix,£169.00,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,"Blade Quill, Pokemon",4851,"Blade Quill, dartrix, Overgrow",169 in stock
Decidueye,£106.00,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.","Arrow Quill, Pokemon",7059,"Arrow Quill, decidueye, Overgrow",268 in stock
Litten,£132.00,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,"Fire Cat, Pokemon",6456,"Blaze, Fire Cat, litten",150 in stock
Torracat,£184.00,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.","Fire Cat, Pokemon",9406,"Blaze, Fire Cat, torracat",186 in stock
Incineroar,£36.00,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.","Heel, Pokemon",5027,"Blaze, Heel, incineroar",201 in stock
Popplio,£158.00,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,"Pokemon, Sea Lion",7912,"popplio, Sea Lion, Torrent",83 in stock
Brionne,£172.00,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.","Pokemon, Pop Star",9296,"brionne, Pop Star, Torrent",174 in stock
Primarina,£143.00,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,"Pokemon, Soloist",2133,"primarina, Soloist, Torrent",36 in stock
Pikipek,£51.00,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.","Pokemon, Woodpecker",3914,"Keen Eye, pikipek, Woodpecker",246 in stock
Trumbeak,£59.00,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.","Bugle Beak, Pokemon",2185,"Bugle Beak, Keen Eye, trumbeak",30 in stock
